ENGINE_COOLANT_TEMP,ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,Short Term Fuel Trim Bank 1,MAF,SPEED,THROTTLE_POS,TIMING_ADVANCE,entropy_joint,complexity_joint,fisher_joint
82.0,36.5,805.0,35.0,-3.1,4.18,41.0,20.4,55.3,0.6340203649453251,0.3811867051275415,0.6340203649453251
82.0,43.1,1412.0,47.0,4.7,8.74,43.0,24.7,69.4,0.6289046190030217,0.385001468390864,0.6289046190030217
82.0,51.0,1416.0,47.0,-3.9,10.73,42.0,29.0,68.2,0.6264015230277964,0.3852304326514593,0.6264015230277964
82.0,62.4,1395.0,59.0,0.8,13.75,43.0,31.0,67.1,0.6241479195658117,0.3849409529272581,0.6241479195658117
85.79407119426558,70.2,1462.0,20.0,0.8,15.22,45.0,31.8,65.5,0.6255217609360272,0.38487557973791325,0.6255217609360272
82.0,43.9,871.0,33.0,1.6,4.34,33.67127381397086,20.8,65.9,0.6254415230872926,0.3848598603806955,0.6254415230872926
82.0,38.4,761.0,33.0,-3.9,4.34,10.0,20.8,55.7,0.6270570454735824,0.3849796043640138,0.6270570454735824
82.0,37.6,797.0,33.0,0.8,4.32,2.0,20.4,56.1,0.6296239439607784,0.3843194534009329,0.6296239439607784
83.0,34.1,820.0,33.0,-1.6,3.91,0.0,20.0,58.0,0.6310752052944366,0.38373724740254894,0.6310752052944366
83.0,38.8,795.0,34.0,-2.3,4.39,0.0,20.4,54.1,0.6331072147221843,0.3837021473193442,0.6331072147221843
83.0,40.8,813.0,32.0,-2.3,4.17,0.0,20.4,57.3,0.6355506104526577,0.38373695131927016,0.6355506104526577
83.0,38.0,813.0,31.0,-1.6,4.39,0.0,20.4,56.9,0.6376926508354751,0.38383534470071873,0.6376926508354751
83.0,38.4,808.0,33.0,2.3,4.13,0.0,20.4,56.9,0.6415042572100895,0.38337748391570176,0.6415042572100895
83.0,38.8,808.0,34.0,2.3,4.29,0.0,20.4,56.5,0.6447772967613291,0.38319452260283315,0.6447772967613291
82.0,40.0,806.0,35.0,3.9,4.49,0.0,20.8,52.5,0.6476163924772543,0.38316621315791755,0.6476163924772543
82.0,34.9,803.0,34.0,5.5,4.22,0.0,20.4,57.6,0.6540887770600254,0.3800006779865683,0.6540887770600254
82.0,67.8,1092.0,57.0,-3.1,10.15,16.0,28.2,58.0,0.6540712387727149,0.3804518382380619,0.6540712387727149
82.0,18.0,1571.0,56.0,3.9,11.35,24.0,29.8,63.1,0.6581003737827323,0.3799655963304862,0.6581003737827323
82.0,18.4,1616.0,31.0,9.4,3.93,19.0,20.8,62.0,0.6671844788210486,0.3758502405777808,0.6671844788210486
82.0,38.4,802.0,33.0,-3.1,4.26,5.0,20.4,52.9,0.6683404604186889,0.37597089731765,0.6683404604186889
83.0,34.9,796.0,31.0,-3.9,4.13,0.0,20.4,55.3,0.6685227439262665,0.37585009140617714,0.6685227439262665
83.0,38.8,806.0,34.0,1.6,4.37,0.0,20.4,56.1,0.6694771974236221,0.3757842908258764,0.6694771974236221
84.0,37.3,819.0,32.0,1.6,4.01,0.0,20.4,55.3,0.6694771974236221,0.3757842908258764,0.6694771974236221
84.0,36.5,792.0,33.0,1.6,4.38,0.0,20.4,56.1,0.6680141641497985,0.3763120229746065,0.6680141641497985
84.0,38.4,792.0,28.0,6.2,4.36,0.0,20.4,57.6,0.6687508955103943,0.3754775690306173,0.6687508955103943
84.0,38.4,786.0,33.0,-0.8,4.37,0.0,20.4,57.6,0.6663382175313008,0.3766981008128148,0.6663382175313008
85.0,37.3,792.0,34.0,1.6,4.41,0.0,20.4,55.7,0.6667607787785516,0.376855907188841,0.6667607787785516
85.0,35.7,786.0,33.0,-3.1,4.44,0.0,20.8,55.7,0.6654740846194503,0.37708208846754687,0.6654740846194503
85.0,39.6,789.0,34.0,-4.7,4.05,0.0,20.4,55.7,0.6650034649439509,0.3771449832590628,0.6650034649439509
85.0,38.0,810.0,35.0,0.0,4.22,0.0,20.4,57.6,0.6638587874240789,0.3775351920531728,0.6638587874240789
85.0,39.6,800.0,33.0,0.0,4.24,0.0,20.4,55.7,0.6615758015583375,0.3784400288305394,0.6615758015583375
85.0,39.6,776.0,34.0,1.6,4.53,0.0,20.8,54.9,0.6597541575985693,0.37844940507120506,0.6597541575985693
86.0,37.6,788.0,34.0,-3.1,4.34,0.0,20.4,59.2,0.6582682833681309,0.3786364106517768,0.6582682833681309
86.0,38.8,801.0,34.0,-4.7,4.42,0.0,20.4,58.0,0.657784083425681,0.3788400133527446,0.657784083425681
86.0,36.9,808.0,33.0,0.8,4.15,0.0,20.4,57.3,0.6550870571366688,0.3803770449621699,0.6550870571366688
87.0,36.9,799.0,34.0,1.6,4.24,0.0,20.4,55.3,0.6540021417914067,0.38037695472801847,0.6540021417914067
